GENE             CHR      START       STOP  NSNPS  NPARAM        N        ZSTAT            P
OR6C1             12   55714384   55715322      5       2  1740000     -0.86458      0.80637
OR6C3             12   55725485   55726420      3       2  1740000      -0.4239      0.66418
OR6C75            12   55758895   55759833      2       1  1740000      0.54662      0.29232
OR6C65            12   55794313   55795251      2       1  1740000      0.13334      0.44696
OR6C2             12   55845998   55846936      3       2  1740000      0.36388      0.35797
OR6C70            12   55862984   55863922      4       2  1740000      0.17758      0.42953
OR6C68            12   55886162   55887100      5       3  1740000     -0.32114      0.62595
OR6C4             12   55945011   55945940      2       1  1740000      0.75114      0.22628
OR10P1            12   56030676   56031617      2       1  1740000      -1.0643       0.8564
METTL7B           12   56075330   56078395     10       6  1740000      -1.3979      0.91893
ITGA7             12   56078352   56109821     20      14  1740000     -0.83669      0.79862
BLOC1S1           12   56109818   56113491      5       3  1740000     -0.13539      0.55385
RDH5              12   56114151   56118526      5       3  1740000     -0.13539      0.55385
CD63              12   56119227   56123457      4       2  1740000     0.073739      0.47061
GDF11             12   56137064   56146665      1       1  1740000      0.58344       0.2798
SARNP             12   56146247   56211540      1       1  1740000      0.58344       0.2798
DNAJC14           12   56214744   56224337      5       3  1740000       -1.706      0.95599
MMP19             12   56229214   56236767      7       5  1740000       -1.166      0.87819
DGKA              12   56324946   56347811     10       4  1740000     -0.40544      0.65742
PMEL              12   56347889   56360523      9       4  1740000     -0.17461      0.56931
CDK2              12   56360556   56366573      5       3  1740000      0.12991      0.44832
RAB5B             12   56367697   56390467      5       3  1740000      0.91584      0.17987
SUOX              12   56391043   56399309      4       2  1740000       0.3788      0.35242
IKZF4             12   56401268   56432219      9       5  1740000      0.85721      0.19566
RPS26             12   56435686   56438007      1       1  1740000      0.17765       0.4295
ERBB3             12   56473809   56497291      9       6  1740000     0.070728      0.47181
PA2G4             12   56498103   56507694      8       6  1740000     -0.60025      0.72583
RPL41             12   56510374   56511616      4       2  1740000     -0.67132      0.74899
ZC3H10            12   56512030   56517143      5       3  1740000      0.22104      0.41253
ESYT1             12   56521985   56547259     12       8  1740000     -0.82744        0.796
MYL6B             12   56546040   56551771      1       1  1740000      -1.2624       0.8966
MYL6              12   56552045   56555366      1       1  1740000     -0.23527        0.593
SMARCC2           12   56555636   56583351      2       1  1740000      0.21857      0.41349
RNF41             12   56596288   56615753      2       1  1740000      0.56754      0.28517
NABP2             12   56615813   56623638      7       4  1740000      -0.3592      0.64028
SLC39A5           12   56623820   56631630      9       5  1740000     -0.16768      0.56658
ANKRD52           12   56631591   56652143     11       6  1740000     -0.55785      0.71152
COQ10A            12   56660642   56664750      2       1  1740000     -0.72572      0.76599
CS                12   56665483   56694175      2       1  1740000     -0.72572      0.76599
CNPY2             12   56704212   56710128      2       1  1740000      0.64359      0.25992
PAN2              12   56710007   56727837      5       3  1740000    -0.066234       0.5264
IL23A             12   56732663   56734194      5       3  1740000      -1.5702      0.94181
STAT2             12   56735381   56754058      9       4  1740000      -1.8104      0.96488
APOF              12   56754355   56756583      4       2  1740000      -1.2257      0.88985
TIMELESS          12   56810157   56843200     15       9  1740000       1.8846     0.029745
MIP               12   56843286   56848435      1       1  1740000       1.2948       0.0977
SPRYD4            12   56862301   56864769      4       2  1740000       2.1194      0.01703
GLS2              12   56864728   56882198      4       2  1740000       2.1194      0.01703
RBMS2             12   56915607   56994859      6       4  1740000      0.94487      0.17236
BAZ2A             12   56989380   57030600     10       7  1740000      0.27183      0.39288
ATP5B             12   57031959   57039852      4       2  1740000     -0.85016      0.80238
PTGES3            12   57057125   57082138      2       1  1740000       1.2077      0.11358
NACA              12   57106211   57119326      7       3  1740000       2.9005    0.0018631
PRIM1             12   57125364   57146146      3       2  1740000       2.9272    0.0017101
HSD17B6           12   57146237   57181574      4       2  1740000       2.5826    0.0049033
SDR9C7            12   57316938   57328189      2       1  1740000    -0.094508      0.53765
RDH16             12   57345215   57353158      3       2  1740000     -0.91186      0.81908
GPR182            12   57388355   57390469      7       4  1740000     -0.99177      0.83935
ZBTB39            12   57392617   57400297      8       4  1740000     -0.85397      0.80344
TAC3              12   57403781   57410344      7       4  1740000     -0.84852      0.80193
MYO1A             12   57422301   57444549     12       8  1740000      -1.8372      0.96691
TMEM194A          12   57449426   57472574      4       2  1740000      -1.0286      0.84816
NAB2              12   57482677   57489259      4       2  1740000      0.73334      0.23168
STAT6             12   57489187   57505196      5       3  1740000       0.3822      0.35116
LRP1              12   57522282   57607142     18      13  1740000       -1.539      0.93809
NXPH4             12   57610578   57620232      4       2  1740000     -0.11997      0.54775
SHMT2             12   57623356   57628718      2       1  1740000      0.24904      0.40167
NDUFA4L2          12   57628686   57634545      2       1  1740000      0.14603      0.44195
STAC3             12   57637241   57644971      2       1  1740000     -0.13373      0.55319
R3HDM2            12   57647547   57824782      4       2  1740000      0.67732       0.2491
INHBC             12   57828543   57844609      4       2  1740000      -1.1428      0.87343
INHBE             12   57849096   57851791      7       4  1740000      0.88683      0.18758
GLI1              12   57853918   57866051     20      10  1740000       2.1813     0.014581
ARHGAP9           12   57866038   57882756     18       9  1740000       2.6996    0.0034711
MARS              12   57881736   57910438      8       6  1740000     0.062655      0.47502
DDIT3             12   57910371   57914300      6       4  1740000     -0.71829      0.76371
MBD6              12   57915463   57923931      6       4  1740000     -0.71829      0.76371
DCTN2             12   57923833   57941114      3       2  1740000       0.1614      0.43589
KIF5A             12   57943812   57980416      4       2  1740000      0.78301      0.21681
PIP4K2C           12   57984942   57997211      5       3  1740000     -0.95927      0.83129
DTX3              12   57998110   58003585      5       3  1740000     -0.13869      0.55515
ARHGEF25          12   58003963   58011028     14      10  1740000       1.2131      0.11255
SLC26A10          12   58013693   58019934     15      10  1740000       1.0953       0.1367
B4GALNT1          12   58019678   58027022     13       9  1740000       1.1606       0.1229
OS9               12   58087738   58115340      2       1  1740000      0.15326       0.4391
AGAP2             12   58117544   58135984      4       2  1740000     -0.95414      0.82999
TSPAN31           12   58138784   58142026      2       1  1740000     -0.89033      0.81336
CDK4              12   58141510   58146304      2       1  1740000     -0.83711      0.79873
MARCH9            12   58148881   58154193      5       3  1740000       -1.168       0.8786
CYP27B1           12   58156117   58160976      5       3  1740000     0.088518      0.46473
METTL1            12   58162254   58165914      8       5  1740000    -0.074886      0.52985
METTL21B          12   58166383   58176324      7       4  1740000     0.090071      0.46412
TSFM              12   58176528   58196639     10       7  1740000     0.028384      0.48868
AVIL              12   58190415   58210193      6       4  1740000     -0.48689      0.68683
CTDSP2            12   58213710   58240747      3       2  1740000      -1.0897      0.86208
XRCC6BP1          12   58335324   58351052      1       1  1740000       1.1745       0.1201
LRIG3             12   59265937   59314319      6       4  1740000     -0.43746      0.66911
SLC16A7           12   59989821   60183636      6       4  1740000      0.85241      0.19699
FAM19A2           12   62102029   62586620      4       2  1740000      0.23825      0.40584
MON2              12   62860597   62991363     10       7  1740000     -0.34567       0.6352
PPM1H             12   63037762   63328665      5       3  1740000      -0.2517      0.59937
AVPR1A            12   63536539   63547971      6       4  1740000       1.1095      0.13361
DPY19L2           12   63952693   64062354      2       1  1740000      -1.8331      0.96661
TMEM5             12   64173583   64203338      2       1  1740000      -1.0875       0.8616
SRGAP1            12   64238276   64541643      4       2  1740000      -2.1253      0.98322
C12ORF56          12   64660763   64784345      3       2  1740000      -2.6649      0.99615
XPOT              12   64798153   64842464      2       1  1740000     0.026256      0.48953
TBK1              12   64845840   64895899      2       1  1740000      -0.1264      0.55029
RASSF3            12   65004293   65091347      1       1  1740000        1.593      0.05558
TBC1D30           12   65218352   65274802      5       3  1740000      -0.5163      0.69718
WIF1              12   65444404   65515346      1       1  1740000     -0.80434       0.7894
LEMD3             12   65563351   65642141      4       2  1740000     -0.26419      0.60418
MSRB3             12   65672423   65860687      4       2  1740000     -0.19278      0.57644
HMGA2             12   66218240   66360071      6       2  1740000       5.6975   6.0784e-09
LLPH              12   66516849   66524533      1       1  1740000      0.58076       0.2807
TMBIM4            12   66530717   66563808      4       2  1740000       1.0146      0.15514
IRAK3             12   66582978   66648402      7       4  1740000      0.21361      0.41542
HELB              12   66696335   66737423     10       6  1740000     -0.79874      0.78778
GRIP1             12   66741178   67463014     11       7  1740000     -0.10973      0.54369
CAND1             12   67663061   67708388      1       1  1740000      0.89647        0.185
DYRK2             12   68042512   68056444      2       1  1740000      0.20736      0.41786
IFNG              12   68548550   68553521      2       1  1740000     -0.36353       0.6419
IL22              12   68642025   68647379      3       1  1740000        1.572     0.057974
MDM1              12   68688346   68726161      8       4  1740000     -0.69928      0.75781
NUP107            12   69080731   69136473      6       4  1740000      0.64603      0.25913
SLC35E3           12   69139910   69159853      1       1  1740000      0.25982       0.3975
MDM2              12   69201952   69239324      2       1  1740000    -0.065667      0.52618
CPM               12   69244955   69357020      4       2  1740000     -0.51493       0.6967
LYZ               12   69742134   69748013      1       1  1740000     -0.57573       0.7176
YEATS4            12   69753490   69784576      1       1  1740000     -0.57573       0.7176
FRS2              12   69864129   69973573      3       2  1740000     -0.40846      0.65853
CCT2              12   69979206   70010595      4       2  1740000      -1.2971      0.90271
LRRC10            12   70002344   70004942      3       2  1740000     -0.89548      0.81473
BEST3             12   70037334   70093196      5       3  1740000     -0.47992      0.68436
RAB3IP            12   70132466   70216984      1       1  1740000       1.4828      0.06907
CNOT2             12   70636774   70748773      2       1  1740000       1.4545     0.072902
PTPRB             12   70910630   71031220     22      17  1740000      -1.0305      0.84862
PTPRR             12   71031853   71314584     10       7  1740000     -0.57803      0.71838
TSPAN8            12   71518877   71551779     14       3  1740000       1.5358     0.062298
LGR5              12   71832931   71980090     10       6  1740000      0.22251      0.41196
ZFC3H1            12   72003379   72057749      2       1  1740000       1.5206     0.064186
THAP2             12   72057677   72074428      2       1  1740000     -0.86103      0.80539
TMEM19            12   72079878   72097840      4       2  1740000      0.83667      0.20139
RAB21             12   72148658   72181150      4       2  1740000      0.79435      0.21349
TBC1D15           12   72233487   72320629      1       1  1740000       0.2984       0.3827
TPH2              12   72332626   72426221      5       3  1740000      0.28967      0.38603
TRHDE             12   72666314   73059422      6       4  1740000      0.76004      0.22362
KCNC2             12   75433858   75603584      3       1  1740000     -0.08526      0.53397
CAPS2             12   75669759   75784681      5       3  1740000     -0.61926      0.73213
GLIPR1L2          12   75784850   75826468      2       1  1740000       1.1152      0.13239
GLIPR1            12   75874513   75895716      3       2  1740000     -0.17225      0.56838
KRR1              12   75891419   75905418      2       1  1740000      0.34927      0.36344
PHLDA1            12   76419227   76425556      2       1  1740000       1.6676     0.047693
BBS10             12   76738266   76742222      4       2  1740000      -0.4355       0.6684
OSBPL8            12   76745577   76953589      4       2  1740000      -0.4355       0.6684
ZDHHC17           12   77157854   77247481      3       2  1740000      0.10126      0.45967
E2F7              12   77415026   77459360      5       3  1740000       0.5763      0.28221
NAV3              12   78224685   78606790     12       8  1740000     -0.66996      0.74856
SYT1              12   79257773   79845788      7       4  1740000      -1.2767      0.89914
PAWR              12   79985745   80084877      4       2  1740000     0.044762      0.48215
PPP1R12A          12   80167343   80329235      2       1  1740000     0.074908      0.47014
OTOGL             12   80583151   80772870     28      15  1740000     -0.18095       0.5718
MYF6              12   81101408   81103257      6       4  1740000    -0.064868      0.52586
MYF5              12   81110708   81113447      6       4  1740000    -0.064868      0.52586
LIN7A             12   81191171   81331702      1       1  1740000       1.0198       0.1539
ACSS3             12   81471797   81650538      2       1  1740000      0.91185      0.18092
PPFIA2            12   81652045   82153109      6       4  1740000      -1.0832      0.86065
CCDC59            12   82746083   82752584      6       3  1740000     -0.96759      0.83337
METTL25           12   82752276   82873018      9       5  1740000     -0.69032        0.755
TMTC2             12   83080731   83528647     10       6  1740000     -0.71087      0.76142
SLC6A15           12   85253267   85306608      4       2  1740000      0.74437      0.22833
TSPAN19           12   85408090   85430055      3       2  1740000       1.9165     0.027652
LRRIQ1            12   85430099   85658235     16      11  1740000       1.8087     0.035246
ALX1              12   85673713   85695562      4       2  1740000      -0.6034      0.72688
RASSF9            12   86198331   86230318      4       2  1740000     -0.28824      0.61342
NTS               12   86268073   86276770      2       1  1740000     -0.95597      0.83046
MGAT4C            12   86373037   87232681      5       3  1740000      0.33117      0.37026
C12ORF50          12   88373816   88423176      7       4  1740000       1.6079     0.053932
C12ORF29          12   88429268   88443937      3       2  1740000     -0.45076      0.67392
CEP290            12   88442790   88535993     20      15  1740000        0.987      0.16182
TMTC3             12   88536073   88593664      4       2  1740000      0.65162      0.25732
KITLG             12   88886570   88974250      4       1  1740000     -0.67581      0.75042
DUSP6             12   89741837   89746296      5       3  1740000     0.029292      0.48832
POC1B             12   89813495   89920039     10       6  1740000     -0.42717      0.66537
GALNT4            12   89913189   89918583      7       4  1740000      0.18566      0.42635
POC1B-GALNT4      12   89913189   89920039      7       4  1740000      0.18566      0.42635
ATP2B1            12   89981826   90103130     19       8  1740000     -0.73762      0.76963
CCER1             12   91345992   91348953      2       1  1740000      0.11387      0.45467
EPYC              12   91357456   91398803      4       2  1740000     -0.72216       0.7649
KERA              12   91444268   91452131      1       1  1740000       1.3045      0.09603
LUM               12   91497232   91505542      2       1  1740000      -0.7726      0.78012
DCN               12   91539035   91576806      1       1  1740000      -1.0292       0.8483
CLLU1OS           12   92813870   92821924      3       1  1740000      -1.1569      0.87634
CLLU1             12   92815307   92824778      3       1  1740000      -1.1569      0.87634
C12ORF74          12   93096619   93102325      2       1  1740000      -1.2199      0.88874
PLEKHG7           12   93115122   93166231      6       4  1740000     -0.39762      0.65455
EEA1              12   93166285   93323107      8       5  1740000       1.7105     0.043587
MRPL42            12   93861266   93897548      1       1  1740000     -0.93226       0.8244
SOCS2             12   93963598   93970521      1       1  1740000       1.1538       0.1243
CRADD             12   94071121   94289530      4       2  1740000     -0.49579      0.68998
PLXNC1            12   94542499   94701451     12       8  1740000     -0.30714      0.62063
CEP83             12   94702056   94853764      9       6  1740000     -0.25984      0.60251
TMCC3             12   94960900   95044324      6       4  1740000     -0.84458      0.80083
NR2C1             12   95414005   95467404      2       1  1740000      0.11434      0.45448
FGD6              12   95470525   95611240      9       6  1740000       1.0138      0.15535
VEZT              12   95611522   95696566     12       8  1740000      0.81926      0.20632
METAP2            12   95867822   95909615      3       2  1740000       2.7828    0.0026947
USP44             12   95910336   95945278      5       3  1740000       1.6852     0.045973
NTN4              12   96051583   96184565      9       6  1740000      0.18998      0.42466
CCDC38            12   96260826   96336428      7       4  1740000     -0.59884      0.72536
AMDHD1            12   96337071   96362370      7       5  1740000      -1.0039      0.84228
HAL               12   96366440   96390143      9       6  1740000      0.10289      0.45903
LTA4H             12   96394531   96437298      2       1  1740000      -1.4084      0.92049
ELK3              12   96588207   96661606      3       2  1740000     -0.92069      0.82139
CDK17             12   96672039   96794366      1       1  1740000      0.15427       0.4387
TMPO              12   98909351   98944157      7       5  1740000      -1.0433       0.8516
IKBIP             12   99007182   99038829      4       2  1740000     -0.58671       0.7213
APAF1             12   99039078   99129211      6       4  1740000      0.77266      0.21986
ANKS1B            12   99128569  100378512     25      17  1740000      0.64234      0.26033
FAM71C            12  100041528  100043892      6       3  1740000       1.0742      0.14136
UHRF1BP1L         12  100422233  100536642      7       5  1740000       -1.306      0.90422
DEPDC4            12  100597447  100660857      3       2  1740000     -0.76476      0.77779
SCYL2             12  100660918  100735502      7       5  1740000      -1.6468       0.9502
SLC17A8           12  100750857  100815837      3       2  1740000      0.72577      0.23399
NR1H4             12  100867486  100957645      3       2  1740000     -0.12437      0.54949
GAS2L3            12  100967446  101020657      7       5  1740000       1.7202       0.0427
ANO4              12  101133841  101522419      7       3  1740000      0.25584      0.39904
SLC5A8            12  101549994  101604016      4       2  1740000      0.11015      0.45615
UTP20             12  101673905  101780397     26      19  1740000     -0.29798      0.61714
ARL1              12  101786894  101802192      5       3  1740000      0.29527      0.38389
SPIC              12  101869133  101880954      4       2  1740000    0.0094511      0.49623
MYBPC1            12  101988709  102079658      8       4  1740000      -1.5163      0.93528
CHPT1             12  102091417  102122852      4       2  1740000     -0.19665      0.57795
SYCP3             12  102122426  102133474      2       1  1740000     -0.13741      0.55465
GNPTAB            12  102139275  102224645      4       2  1740000       1.4078      0.07959
DRAM1             12  102271105  102317401      1       1  1740000      -0.3422       0.6339
CCDC53            12  102406717  102455902      1       1  1740000       1.0322        0.151
NUP37             12  102467967  102514025      1       1  1740000      0.72868       0.2331
PARPBP            12  102513956  102591298      5       3  1740000     -0.77804      0.78173
IGF1              12  102789645  102875563      4       2  1740000       1.6474     0.049742
PAH               12  103232104  103311381      5       3  1740000       1.5511     0.060444
C12ORF42          12  103631369  103889788      5       3  1740000     -0.16839      0.56686
STAB2             12  103981069  104160502     26      18  1740000      -0.5964      0.72455
NT5DC3            12  104166081  104234975      3       2  1740000       1.3127     0.094634
HSP90B1           12  104324112  104341708      5       3  1740000      0.94808      0.17154
C12ORF73          12  104343980  104350993      3       2  1740000      0.54689      0.29223
TDG               12  104359593  104382656      6       4  1740000     -0.24209      0.59564
GLT8D2            12  104382762  104457961      6       4  1740000      0.66138      0.25418
HCFC2             12  104458236  104500302      2       1  1740000      0.48193      0.31493
TXNRD1            12  104609537  104744085      6       3  1740000     -0.14357      0.55708
EID3              12  104697510  104698983      1       1  1740000      0.21368       0.4154
CHST11            12  104850692  105155792      5       3  1740000       1.3309     0.091603
C12ORF45          12  105380098  105388505      2       1  1740000       1.4789     0.069589
ALDH1L2           12  105413562  105478341      4       2  1740000     -0.81591      0.79272
KIAA1033          12  105501492  105562912      7       5  1740000       0.1431      0.44311
APPL2             12  105567075  105630008      9       6  1740000      -1.0301      0.84852
NUAK1             12  106457125  106533811      6       4  1740000      0.37405      0.35418
CKAP4             12  106631659  106641713      3       2  1740000      0.98352      0.16268
TCP11L2           12  106696570  106741365      5       3  1740000      0.35092      0.36283
POLR3B            12  106751436  106903976      4       2  1740000     -0.49395      0.68933
RFX4              12  106976685  107156582      5       3  1740000     0.014646      0.49416
RIC8B             12  107168077  107283094      3       2  1740000      0.71522      0.23724
TMEM263           12  107347298  107367813      1       1  1740000       1.1397       0.1272
MTERF2            12  107371069  107380944      1       1  1740000       1.1397       0.1272
CRY1              12  107385142  107487635      1       1  1740000       1.2029       0.1145
BTBD11            12  107712197  108053419      9       6  1740000     -0.71461      0.76258
PWP1              12  108079590  108106257      6       4  1740000       1.8068     0.035397
PRDM4             12  108126643  108155049      1       1  1740000     -0.71501       0.7627
ASCL4             12  108168162  108170421      1       1  1740000      0.77931       0.2179
WSCD2             12  108523511  108644314      6       3  1740000       3.5916   0.00016431
CMKLR1            12  108681821  108733094      6       4  1740000      0.89524      0.18533
FICD              12  108909051  108913380      5       3  1740000      0.35821      0.36009
SART3             12  108915991  108955165      7       5  1740000      0.53246       0.2972
ISCU              12  108955239  108963160      3       2  1740000      0.91585      0.17987
TMEM119           12  108983622  108991894      2       1  1740000      -1.4121      0.92104
SELPLG            12  109015671  109027735      7       4  1740000     -0.69959      0.75791
SSH1              12  109176466  109251359      9       6  1740000      -1.0594      0.85529
DAO               12  109273806  109294710      4       2  1740000     -0.97516      0.83526
SVOP              12  109304658  109372453     10       3  1740000     0.021275      0.49151
USP30             12  109490380  109525831      6       4  1740000      0.62254      0.26679
ALKBH2            12  109525993  109531436      7       5  1740000        1.197      0.11565
UNG               12  109535399  109548798      4       2  1740000      0.38753      0.34918
ACACB             12  109554222  109706031     17      13  1740000       2.1518     0.015708
FOXN4             12  109715783  109747025      4       2  1740000      0.18775      0.42554
MYO1H             12  109826439  109886176     11       7  1740000       1.0187      0.15416
KCTD10            12  109886460  109915165      5       2  1740000       1.3906     0.082166
UBE3B             12  109915215  109974510      2       1  1740000       2.2558      0.01204
MMAB              12  109991520  110011358      5       2  1740000         2.06     0.019701
MVK               12  110011500  110035071      1       1  1740000      -2.5364       0.9944
FAM222A           12  110152187  110208312      2       1  1740000    -0.010728      0.50428
TRPV4             12  110220892  110271212      5       3  1740000       0.9553      0.16971
TCHP              12  110338079  110355874      3       2  1740000      0.20223      0.41987
GIT2              12  110367607  110434194      8       6  1740000      0.82297      0.20526
ANKRD13A          12  110436974  110477237      4       2  1740000      -1.2418      0.89284
C12ORF76          12  110465401  110505500      4       2  1740000      -1.2418      0.89284
IFT81             12  110562140  110656600      1       1  1740000      0.36649        0.357
ATP2A2            12  110719032  110788898      2       1  1740000        1.263      0.10329
ANAPC7            12  110810705  110841535      3       2  1740000      -2.3386      0.99032
ARPC3             12  110872695  110888222      2       1  1740000      0.42101      0.33687
GPN3              12  110890291  110906667      1       1  1740000       1.1795       0.1191
FAM216A           12  110906232  110928192      3       2  1740000       0.1845      0.42681
VPS29             12  110929330  110939916      3       2  1740000       0.1845      0.42681
RAD9B             12  110940005  110973952      4       2  1740000     -0.36442      0.64223
PPTC7             12  110972237  111021064      1       1  1740000     -0.44102       0.6704
TCTN1             12  111051832  111086935      5       3  1740000       1.3643     0.086241
HVCN1             12  111086491  111130276      4       2  1740000       1.6898     0.045529
CCDC63            12  111284757  111345339     11       6  1740000       1.8056     0.035493
MYL2              12  111348623  111358404      5       2  1740000       1.1194      0.13148
CUX2              12  111471828  111788358     20       9  1740000        1.077      0.14075
SH2B3             12  111843720  111889427      2       1  1740000       2.7475     0.003003
ATXN2             12  111890018  112037480     12       4  1740000        2.216     0.013347
BRAP              12  112079950  112123790      3       2  1740000      0.85167       0.1972
ACAD10            12  112123857  112194911      5       3  1740000       0.2061      0.41836
ALDH2             12  112204691  112247789      4       2  1740000     -0.76674      0.77838
MAPKAPK5          12  112280032  112331228      3       2  1740000     -0.61128      0.72949
TMEM116           12  112369086  112451023      5       2  1740000      0.37209      0.35491
ERP29             12  112451152  112461024      4       2  1740000       1.5165     0.064692
NAA25             12  112464493  112546826     10       5  1740000       1.3699     0.085362
TRAFD1            12  112563349  112591408      5       3  1740000       1.7237     0.042385
HECTD4            12  112597992  112820113     10       7  1740000      0.78963      0.21487
PTPN11            12  112856536  112947717      3       2  1740000      0.57601      0.28231
RPH3A             12  113229343  113336686      8       4  1740000      0.35211      0.36238
OAS1              12  113344739  113357712      8       3  1740000     -0.52728        0.701
OAS3              12  113376249  113411056     17      10  1740000     -0.30523       0.6199
OAS2              12  113416274  113449528      8       4  1740000       0.7047       0.2405
DTX1              12  113494514  113535833      3       2  1740000       -1.284      0.90043
RASAL1            12  113536624  113574044      7       5  1740000      0.10804      0.45698
CCDC42B           12  113587543  113597081      4       2  1740000      -1.3785      0.91598
DDX54             12  113594978  113623284     10       6  1740000      -1.8778       0.9698
RITA1             12  113623342  113630169      5       3  1740000      -1.2385      0.89224
IQCD              12  113633246  113659086      8       5  1740000      -1.6086      0.94615
TPCN1             12  113659260  113736390     10       7  1740000     -0.29457      0.61584
SLC8B1            12  113736571  113772934      4       2  1740000     -0.42286       0.6638
PLBD2             12  113796371  113827458      3       2  1740000       1.7183     0.042871
SDS               12  113830250  113841692      2       1  1740000      0.86629      0.19317
SDSL              12  113860042  113876081      4       2  1740000      0.13177      0.44758
LHX5              12  113900694  113909877      1       1  1740000     -0.16315       0.5648
RBM19             12  114254543  114404176     15       7  1740000    -0.093494      0.53724
TBX5              12  114791735  114846247      6       4  1740000      0.94114      0.17332
TBX3              12  115108059  115121969      2       1  1740000      0.49807      0.30922
MED13L            12  116396381  116714991      8       6  1740000       0.8239        0.205
MAP1LC3B2         12  116997186  117014425      2       1  1740000      0.06846      0.47271
C12ORF49          12  117151289  117175868      2       1  1740000    -0.041659      0.51661
RNFT2             12  117176096  117291436      2       1  1740000     -0.09487      0.53779
HRK               12  117298225  117319232      1       1  1740000     0.097411       0.4612
FBXW8             12  117348756  117468953      5       3  1740000    -0.084971      0.53386
NOS1              12  117645921  117799607     14       9  1740000      0.20029      0.42063
KSR2              12  117890817  118406399     16      11  1740000      0.73235      0.23198
RFC5              12  118454506  118470044      2       1  1740000      0.74669      0.22763
WSB2              12  118470492  118499979      5       3  1740000       2.4022    0.0081486
VSIG10            12  118501398  118541810      9       6  1740000        2.022     0.021586
PEBP1             12  118573668  118583390      2       1  1740000     -0.22088      0.58741
TAOK3             12  118587606  118810750      5       3  1740000     -0.53248       0.7028
SRRM4             12  119419300  119600856      5       3  1740000        1.161      0.12283
CCDC60            12  119772517  119978852     11       8  1740000       1.4105     0.079195
PRKAB1            12  120105669  120119429      2       1  1740000     -0.47409      0.68228
CIT               12  120123595  120315095      8       5  1740000     -0.72756      0.76656
CCDC64            12  120427648  120532299      3       2  1740000     -0.75702      0.77548
RAB35             12  120532899  120554643      2       1  1740000     -0.33979      0.63299
GCN1L1            12  120565014  120632513      8       5  1740000      -1.2735      0.89858
PXN               12  120648242  120703574      5       3  1740000      0.93294      0.17543
SIRT4             12  120730002  120751045      3       2  1740000      0.78065       0.2175
PLA2G1B           12  120759914  120765592      3       2  1740000      0.78065       0.2175
MSI1              12  120779133  120806983      1       1  1740000      0.85419       0.1965
COX6A1            12  120875893  120878545      1       1  1740000    -0.060195        0.524
TRIAP1            12  120881764  120884215      1       1  1740000    -0.060195        0.524
GATC              12  120884241  120901556      2       1  1740000      0.37824      0.35263
SRSF9             12  120899471  120907558      1       1  1740000      0.81968       0.2062
DYNLL1            12  120907660  120936298      2       1  1740000      0.24219      0.40432
COQ5              12  120941082  120966964      2       1  1740000      -1.3054      0.90411
RNF10             12  120972132  121015397      2       1  1740000      -1.8307      0.96643
CABP1             12  121078422  121105129      2       1  1740000     -0.41234      0.65995
MLEC              12  121124949  121139667      2       1  1740000      -1.6628      0.95183
UNC119B           12  121148238  121161443      2       1  1740000      0.80657      0.20996
ACADS             12  121163544  121177811      5       3  1740000      0.68616      0.24631
SPPL3             12  121200313  121342155      2       1  1740000      -1.2801      0.89974
HNF1A             12  121415861  121440315     13       4  1740000       5.1017   1.6828e-07
C12ORF43          12  121440835  121454300     14       6  1740000       4.9291   4.1296e-07
OASL              12  121458095  121477045      8       5  1740000        4.041   2.6615e-05
P2RX7             12  121570622  121624439     19      13  1740000       1.6016     0.054625
P2RX4             12  121647664  121671909      4       2  1740000      0.56415      0.28632
CAMKK2            12  121675495  121736111      8       4  1740000       1.8838     0.029794
ANAPC5            12  121746048  121792012      4       2  1740000       1.5461     0.061044
RNF34             12  121837886  121862155      1       1  1740000       1.2569       0.1044
KDM2B             12  121866899  122019110      2       1  1740000       1.2719      0.10171
MORN3             12  122089024  122110531      3       2  1740000       1.2782      0.10059
TMEM120B          12  122150658  122219974      6       4  1740000    -0.078349      0.53122
RHOF              12  122215660  122231594      3       2  1740000      -0.6904      0.75503
SETD1B            12  122241879  122270562      8       4  1740000     -0.42089      0.66308
HPD               12  122277433  122326517     10       6  1740000     -0.50349      0.69269
PSMD9             12  122326637  122355771     10       6  1740000      -1.6053      0.94579
WDR66             12  122356463  122441839     21      12  1740000      0.19845      0.42135
BCL7A             12  122459861  122499950      2       1  1740000      0.36709      0.35678
LRRC43            12  122652266  122688018     15      10  1740000      0.56177      0.28713
IL31              12  122656577  122658746      1       1  1740000      0.75508       0.2251
B3GNT4            12  122688228  122692677      8       5  1740000       1.3718     0.085062
DIABLO            12  122692209  122712081     10       7  1740000       1.1126      0.13293
VPS33A            12  122714111  122751068      5       3  1740000     -0.15858        0.563
CLIP1             12  122755981  122907179     16       8  1740000      0.96013       0.1685
ZCCHC8            12  122956146  122985543      3       2  1740000     -0.77792      0.78169
RSRC2             12  122989190  123011560      1       1  1740000     -0.62923       0.7354
KNTC1             12  123011796  123110947     12       8  1740000       1.2065      0.11381
HCAR2             12  123185840  123194392      2       1  1740000      -1.1251      0.86972
HCAR3             12  123199303  123201439      1       1  1740000      -0.4733        0.682
HCAR1             12  123212153  123215129      2       1  1740000       0.6396      0.26122
CCDC62            12  123259056  123311927      5       3  1740000        0.534      0.29667
HIP1R             12  123319045  123347508     10       7  1740000      0.43238      0.33273
